gene,chr,start,end,gene_biotype,coding_strand,length,genomic_position
2310002F09Rik,7,43695209,43797958,processed_transcript,-1,102749,chr7_43695209_43797958
2310003N18Rik,9,50232523,50233182,lincRNA,-1,659,chr9_50232523_50233182
2310005A03Rik,2,155097789,155100081,lincRNA,-1,2292,chr2_155097789_155100081
2310008N11Rik,8,26814593,26884380,lincRNA,-1,69787,chr8_26814593_26884380
2310009B15Rik,1,138851983,138856852,protein_coding,-1,4869,chr1_138851983_138856852
2310010J17Rik,7,90124822,90129984,bidirectional_promoter_lncRNA,-1,5162,chr7_90124822_90129984
2310011J03Rik,10,80318254,80320537,protein_coding,-1,2283,chr10_80318254_80320537
2310014F06Rik,7,112612560,112680081,bidirectional_promoter_lncRNA,-1,67521,chr7_112612560_112680081
2310015A10Rik,12,80120546,80132844,processed_transcript,-1,12298,chr12_80120546_80132844
2310015D24Rik,16,13514131,13521107,lincRNA,-1,6976,chr16_13514131_13521107
2310015K22Rik,1,80225044,80228792,lincRNA,1,3748,chr1_80225044_80228792
2310016G11Rik,7,44668233,44678235,antisense,1,10002,chr7_44668233_44678235
2310020H05Rik,13,99076526,99087921,lincRNA,-1,11395,chr13_99076526_99087921
2310022A10Rik,7,27553233,27582099,protein_coding,1,28866,chr7_27553233_27582099
2310022B05Rik,8,124635756,124663369,protein_coding,-1,27613,chr8_124635756_124663369
2310026I22Rik,18,32915826,32939229,antisense,-1,23403,chr18_32915826_32939229
2310030A07Rik,1,150320681,150346771,antisense,-1,26090,chr1_150320681_150346771
2310030G06Rik,9,50739691,50746536,protein_coding,-1,6845,chr9_50739691_50746536
2310033P09Rik,11,59208321,59210738,protein_coding,1,2417,chr11_59208321_59210738
2310034G01Rik,19,46348201,46350302,protein_coding,-1,2101,chr19_46348201_46350302
2310034O05Rik,5,100210692,100218049,lincRNA,1,7357,chr5_100210692_100218049
2310039H08Rik,17,46772635,46773396,protein_coding,1,761,chr17_46772635_46773396
2310039L15Rik,10,95336276,95366202,lincRNA,1,29926,chr10_95336276_95366202
2310040G24Rik,6,86483376,86488227,lincRNA,-1,4851,chr6_86483376_86488227
2310047D07Rik,5,149231332,149237984,lincRNA,1,6652,chr5_149231332_149237984
2310057M21Rik,7,131338220,131362759,protein_coding,-1,24539,chr7_131338220_131362759
2310061I04Rik,17,35892677,35897431,protein_coding,-1,4754,chr17_35892677_35897431
2310065F04Rik,11,67112461,67120080,lincRNA,-1,7619,chr11_67112461_67120080
2310068J16Rik,15,99972158,99973287,antisense,-1,1129,chr15_99972158_99973287
2310075C17Rik,9,112227579,112228242,lincRNA,1,663,chr9_112227579_112228242
2400006E01Rik,3,41521247,41528474,lincRNA,-1,7227,chr3_41521247_41528474
2410002F23Rik,7,44246722,44252319,protein_coding,1,5597,chr7_44246722_44252319
2410003L11Rik,11,97598511,97622893,processed_transcript,1,24382,chr11_97598511_97622893
2410004B18Rik,3,145938014,145944829,protein_coding,1,6815,chr3_145938014_145944829
2410004I01Rik,11,102958300,102964387,lincRNA,-1,6087,chr11_102958300_102964387
2410004P03Rik,12,17003319,17011727,protein_coding,-1,8408,chr12_17003319_17011727
2410006H16Rik,11,62602877,62604807,processed_transcript,1,1930,chr11_62602877_62604807
2410012E07Rik,14,70852933,70873954,lincRNA,1,21021,chr14_70852933_70873954
2410017I17Rik,17,36145018,36163176,lincRNA,1,18158,chr17_36145018_36163176
2410018L13Rik,12,22953997,23010284,lincRNA,-1,56287,chr12_22953997_23010284
2410021H03Rik,17,69275362,69277208,antisense,-1,1846,chr17_69275362_69277208
2410022M11Rik,14,56811989,56813899,bidirectional_promoter_lncRNA,1,1910,chr14_56811989_56813899
2410131K14Rik,5,118245227,118266093,protein_coding,1,20866,chr5_118245227_118266093
2410137M14Rik,17,36977701,36981237,protein_coding,-1,3536,chr17_36977701_36981237
2500002B13Rik,8,57488054,57508877,processed_transcript,1,20823,chr8_57488054_57508877
2500004C02Rik,2,153341157,153346073,processed_transcript,-1,4916,chr2_153341157_153346073
2510002D24Rik,16,18836578,18840160,protein_coding,1,3582,chr16_18836578_18840160
2510009E07Rik,16,21649045,21694665,protein_coding,-1,45620,chr16_21649045_21694665
2510039O18Rik,4,147940895,147947314,protein_coding,1,6419,chr4_147940895_147947314
2610001J05Rik,6,13867735,13871518,protein_coding,-1,3783,chr6_13867735_13871518
2610002M06Rik,X,107782751,107816334,protein_coding,-1,33583,chrX_107782751_107816334
2610005L07Rik,8,20385782,20424814,transcribed_unprocessed_pseudogene,-1,39032,chr8_20385782_20424814
2610008E11Rik,10,79064374,79097600,protein_coding,-1,33226,chr10_79064374_79097600
2610016A17Rik,19,25671134,25672253,antisense,-1,1119,chr19_25671134_25672253
2610020C07Rik,16,11203366,11246201,antisense,1,42835,chr16_11203366_11246201
2610027F03Rik,1,120621740,120690403,lincRNA,1,68663,chr1_120621740_120690403
2610027K06Rik,11,85791661,85832223,processed_transcript,-1,40562,chr11_85791661_85832223
2610028E06Rik,4,125887851,125922417,lincRNA,-1,34566,chr4_125887851_125922417
2610028H24Rik,10,76449081,76461110,protein_coding,1,12029,chr10_76449081_76461110
2610035D17Rik,11,113043895,113201838,lincRNA,-1,157943,chr11_113043895_113201838
2610037D02Rik,15,96134819,96284495,lincRNA,-1,149676,chr15_96134819_96284495
2610042L04Rik,14,4334763,4354688,protein_coding,1,19925,chr14_4334763_4354688
2610044O15Rik8,8,129216354,129234406,protein_coding,-1,18052,chr8_129216354_129234406
2610203C22Rik,1,9560832,9631175,processed_transcript,-1,70343,chr1_9560832_9631175
2610206C17Rik,7,84689640,84779053,antisense,1,89413,chr7_84689640_84779053
2610300M13Rik,6,66451949,66465738,lincRNA,-1,13789,chr6_66451949_66465738
2610301B20Rik,4,10874498,10899425,protein_coding,1,24927,chr4_10874498_10899425
2610306M01Rik,6,86848399,86849440,bidirectional_promoter_lncRNA,-1,1041,chr6_86848399_86849440
2610307P16Rik,13,28460034,28885620,processed_transcript,-1,425586,chr13_28460034_28885620
2610316D01Rik,3,45280437,45378260,processed_transcript,-1,97823,chr3_45280437_45378260
2610318N02Rik,16,17113398,17125167,protein_coding,-1,11769,chr16_17113398_17125167
2610507B11Rik,11,78261752,78290623,protein_coding,1,28871,chr11_78261752_78290623
2610507I01Rik,11,59199836,59202385,processed_transcript,-1,2549,chr11_59199836_59202385
2610528A11Rik,14,37102140,37114022,protein_coding,-1,11882,chr14_37102140_37114022
2610528J11Rik,4,118526999,118530228,protein_coding,1,3229,chr4_118526999_118530228
2700038G22Rik,5,23850597,23855038,lincRNA,1,4441,chr5_23850597_23855038
2700046A07Rik,18,62751674,62756347,lincRNA,-1,4673,chr18_62751674_62756347
2700046G09Rik,19,32389216,32391190,bidirectional_promoter_lncRNA,1,1974,chr19_32389216_32391190
2700049A03Rik,12,71136848,71243303,protein_coding,1,106455,chr12_71136848_71243303
2700054A10Rik,17,13482553,13668891,lincRNA,-1,186338,chr17_13482553_13668891
2700062C07Rik,18,24470850,24477798,protein_coding,1,6948,chr18_24470850_24477798
2700068H02Rik,4,106554669,106557897,antisense,-1,3228,chr4_106554669_106557897
2700069I18Rik,3,5177586,5220841,antisense,-1,43255,chr3_5177586_5220841
2700081O15Rik,19,7417625,7425904,protein_coding,1,8279,chr19_7417625_7425904
2700089I24Rik,19,59493136,59559391,lincRNA,1,66255,chr19_59493136_59559391
2700097O09Rik,12,55045661,55080110,protein_coding,-1,34449,chr12_55045661_55080110
2700099C18Rik,17,94750100,94775132,transcribed_unprocessed_pseudogene,1,25032,chr17_94750100_94775132
2810001G20Rik,11,64079484,64083259,antisense,1,3775,chr11_64079484_64083259
2810002D19Rik,2,94406151,94411682,processed_transcript,1,5531,chr2_94406151_94411682
2810004N23Rik,8,124836945,124863120,protein_coding,-1,26175,chr8_124836945_124863120
2810006K23Rik,5,124328089,124341844,protein_coding,1,13755,chr5_124328089_124341844
2810013P06Rik,8,123042466,123044602,bidirectional_promoter_lncRNA,1,2136,chr8_123042466_123044602
2810021J22Rik,11,58867216,58883288,protein_coding,1,16072,chr11_58867216_58883288
2810025M15Rik,1,157412352,157420236,transcribed_processed_pseudogene,1,7884,chr1_157412352_157420236
2810029C07Rik,12,111572317,111574402,bidirectional_promoter_lncRNA,-1,2085,chr12_111572317_111574402
2810030D12Rik,8,13200720,13207714,bidirectional_promoter_lncRNA,1,6994,chr8_13200720_13207714
2810032G03Rik,12,5375870,5416631,lincRNA,1,40761,chr12_5375870_5416631
2810039B14Rik,15,75642129,75653643,transcribed_unitary_pseudogene,1,11514,chr15_75642129_75653643
2810049E08Rik,13,83891208,83928710,lincRNA,1,37502,chr13_83891208_83928710
2810403D21Rik,X,108833800,108974906,processed_transcript,1,141106,chrX_108833800_108974906
2810404M03Rik,8,41827267,42046202,lincRNA,1,218935,chr8_41827267_42046202
2810407A14Rik,16,87784075,87839293,lincRNA,1,55218,chr16_87784075_87839293
2810408A11Rik,11,69897352,69900987,protein_coding,-1,3635,chr11_69897352_69900987
2810408I11Rik,1,64679871,64690659,processed_transcript,-1,10788,chr1_64679871_64690659
2810410L24Rik,11,120185400,120189852,processed_transcript,-1,4452,chr11_120185400_120189852
2810429I04Rik,13,3478230,3501393,lincRNA,1,23163,chr13_3478230_3501393
2810433D01Rik,11,102619796,102624416,lincRNA,-1,4620,chr11_102619796_102624416
2810442N19Rik,1,162004969,162016494,antisense,1,11525,chr1_162004969_162016494
2810454H06Rik,6,134897961,134901108,antisense,1,3147,chr6_134897961_134901108
2810459M11Rik,1,86045863,86055456,protein_coding,1,9593,chr1_86045863_86055456
2900005J15Rik,5,25100983,25110109,processed_transcript,1,9126,chr5_25100983_25110109
2900009J06Rik,1,127753616,127774092,antisense,-1,20476,chr1_127753616_127774092
2900026A02Rik,5,113086323,113221236,protein_coding,-1,134913,chr5_113086323_113221236
2900041M22Rik,11,117611247,117613857,processed_transcript,1,2610,chr11_117611247_117613857
2900052N01Rik,9,46913493,46927366,lincRNA,1,13873,chr9_46913493_46927366
2900057B20Rik,18,76091557,76098471,antisense,-1,6914,chr18_76091557_76098471
2900060B14Rik,1,118458652,118459267,antisense,-1,615,chr1_118458652_118459267
2900076A07Rik,7,81523550,81531498,lincRNA,1,7948,chr7_81523550_81531498
2900079G21Rik,9,112234277,112348925,lincRNA,1,114648,chr9_112234277_112348925
2900089D17Rik,5,144241690,144256186,antisense,-1,14496,chr5_144241690_144256186
2900092C05Rik,7,12512517,12556323,protein_coding,1,43806,chr7_12512517_12556323
2900097C17Rik,2,156388065,156392979,lincRNA,-1,4914,chr2_156388065_156392979
3000002C10Rik,9,109827943,109832706,transcribed_processed_pseudogene,-1,4763,chr9_109827943_109832706
3010001F23Rik,X,152368573,152416698,processed_transcript,1,48125,chrX_152368573_152416698
3010003L21Rik,6,148944867,148947129,antisense,1,2262,chr6_148944867_148947129
3100003L05Rik,7,124625670,124708935,lincRNA,-1,83265,chr7_124625670_124708935
3110001I22Rik,16,13671929,13678388,protein_coding,1,6459,chr16_13671929_13678388
3110009E18Rik,1,120121187,120188189,protein_coding,1,67002,chr1_120121187_120188189
3110009F21Rik,12,110151654,110158077,lincRNA,-1,6423,chr12_110151654_110158077
3110009M11Rik,7,83864590,83865481,processed_pseudogene,-1,891,chr7_83864590_83865481
3110015C05Rik,13,111211467,111229431,lincRNA,-1,17964,chr13_111211467_111229431
3110021N24Rik,4,108719649,108781904,protein_coding,1,62255,chr4_108719649_108781904
3110039M20Rik,12,49389652,49407360,lincRNA,1,17708,chr12_49389652_49407360
3110040N11Rik,7,81782182,81789478,protein_coding,-1,7296,chr7_81782182_81789478
3110045C21Rik,1,169969409,169972396,antisense,1,2987,chr1_169969409_169972396
3110053B16Rik,12,20874125,20921262,transcribed_unprocessed_pseudogene,-1,47137,chr12_20874125_20921262
3110056K07Rik,12,70991615,71015832,processed_transcript,-1,24217,chr12_70991615_71015832
3110070M22Rik,13,119487252,119488384,antisense,-1,1132,chr13_119487252_119488384
3110082I17Rik,5,139359739,139460527,protein_coding,-1,100788,chr5_139359739_139460527
3110082J24Rik,5,30103584,30106086,protein_coding,-1,2502,chr5_30103584_30106086
3200001D21Rik,12,88365314,88377323,antisense,-1,12009,chr12_88365314_88377323
3300002A11Rik,12,99341154,99361827,antisense,1,20673,chr12_99341154_99361827
3300002I08Rik,2,150310935,150362765,protein_coding,-1,51830,chr2_150310935_150362765
3300002P13Rik,7,3420181,3423445,lincRNA;lncRNA,-1,3264,chr7_3420181_3423445
3425401B19Rik,14,32659119,32685293,protein_coding,-1,26174,chr14_32659119_32685293
3632454L22Rik,X,135022734,135060336,processed_transcript,-1,37602,chrX_135022734_135060336
3830403N18Rik,X,56136572,56153498,protein_coding,1,16926,chrX_56136572_56153498
3830406C13Rik,14,12284173,12303231,protein_coding,1,19058,chr14_12284173_12303231
3830408C21Rik,13,107022553,107055497,processed_transcript,1,32944,chr13_107022553_107055497
3830432H09Rik,1,119529480,119536165,lincRNA,-1,6685,chr1_119529480_119536165
3930402G23Rik,8,10924427,10928696,lincRNA,-1,4269,chr8_10924427_10928696
4430402I18Rik,19,28893042,28967800,protein_coding,-1,74758,chr19_28893042_28967800
4631405J19Rik,2,93027956,93044732,antisense,1,16776,chr2_93027956_93044732
4632404H12Rik,3,89767511,89773240,lincRNA,-1,5729,chr3_89767511_89773240
4632415L05Rik,3,19894886,19901033,transcribed_unprocessed_pseudogene,1,6147,chr3_19894886_19901033
4632427E13Rik,7,92734166,92741468,bidirectional_promoter_lncRNA,-1,7302,chr7_92734166_92741468
4632428C04Rik,16,30008667,30021430,lincRNA,1,12763,chr16_30008667_30021430
4732414G09Rik,11,73015856,73018841,lincRNA,-1,2985,chr11_73015856_73018841
4732419C18Rik,8,123744631,123754726,lincRNA,-1,10095,chr8_123744631_123754726
4732440D04Rik,1,6209866,6215293,antisense,-1,5427,chr1_6209866_6215293
4732471J01Rik,7,25376819,25566417,antisense,1,189598,chr7_25376819_25566417
4732490B19Rik,11,113203315,113209669,lincRNA,-1,6354,chr11_113203315_113209669
4732491K20Rik,17,12318853,12327250,bidirectional_promoter_lncRNA,1,8397,chr17_12318853_12327250
4831440D22Rik,8,91449521,91474598,antisense,-1,25077,chr8_91449521_91474598
4833411C07Rik,8,10899922,10903893,processed_transcript,1,3971,chr8_10899922_10903893
4833412C05Rik,7,67784538,67804139,lincRNA,-1,19601,chr7_67784538_67804139
4833415N18Rik,16,11778429,11781500,lincRNA,1,3071,chr16_11778429_11781500
4833417C18Rik,11,95858865,95861044,processed_transcript,1,2179,chr11_95858865_95861044
4833418N02Rik,17,87274886,87282814,processed_transcript,-1,7928,chr17_87274886_87282814
4833419F23Rik,18,4353558,4368920,lincRNA,1,15362,chr18_4353558_4368920
4833420G17Rik,13,119462768,119486120,protein_coding,1,23352,chr13_119462768_119486120
4833422C13Rik,13,91701665,91741872,antisense,-1,40207,chr13_91701665_91741872
4833422M21Rik,15,96231870,96254684,processed_transcript,-1,22814,chr15_96231870_96254684
4833427F10Rik,17,35772450,35780687,lincRNA,1,8237,chr17_35772450_35780687
4833427G06Rik,9,51081115,51102078,protein_coding,-1,20963,chr9_51081115_51102078
4833428L15Rik,9,45416626,45431730,antisense,-1,15104,chr9_45416626_45431730
4833438C02Rik,19,46303591,46305611,bidirectional_promoter_lncRNA,-1,2020,chr19_46303591_46305611
4833439L19Rik,13,54551218,54565435,protein_coding,-1,14217,chr13_54551218_54565435
4921504A21Rik,5,19202368,19226555,antisense,-1,24187,chr5_19202368_19226555
4921504E06Rik,2,19462837,19553914,protein_coding,-1,91077,chr2_19462837_19553914
4921507G05Rik,12,110841029,110843804,bidirectional_promoter_lncRNA,1,2775,chr12_110841029_110843804
4921507P07Rik,6,50573302,50596632,protein_coding,-1,23330,chr6_50573302_50596632
4921508D12Rik,2,132424741,132452499,lincRNA,1,27758,chr2_132424741_132452499
4921509C19Rik,2,151470542,151476153,protein_coding,-1,5611,chr2_151470542_151476153
4921511C10Rik,3,79212919,79253913,antisense,1,40994,chr3_79212919_79253913
4921511I17Rik,12,12351522,12392615,antisense,-1,41093,chr12_12351522_12392615
4921513I03Rik,10,120765732,120778886,lincRNA,1,13154,chr10_120765732_120778886
4921515E04Rik,15,18078118,18369627,processed_transcript,-1,291509,chr15_18078118_18369627
4921517D16Rik,16,57331951,57335432,antisense,1,3481,chr16_57331951_57335432
4921517D22Rik,13,59687402,59694108,protein_coding,-1,6706,chr13_59687402_59694108
4921518K17Rik,12,57585975,57618602,antisense,-1,32627,chr12_57585975_57618602
4921524J17Rik,8,85408759,85432833,protein_coding,-1,24074,chr8_85408759_85432833
4921524L21Rik,18,6603629,6638970,protein_coding,1,35341,chr18_6603629_6638970
4921528I07Rik,9,114237697,114317028,processed_transcript,-1,79331,chr9_114237697_114317028
4921531C22Rik,2,179975993,179979013,processed_transcript,1,3020,chr2_179975993_179979013
4921533I20Rik,18,17234324,17319730,transcribed_processed_pseudogene,-1,85406,chr18_17234324_17319730
4921534H16Rik,9,98003420,98012175,antisense,1,8755,chr9_98003420_98012175
4921536K21Rik,11,3886088,3895098,protein_coding,-1,9010,chr11_3886088_3895098
4921539E11Rik,4,103230445,103290863,protein_coding,-1,60418,chr4_103230445_103290863
4921539H07Rik,3,58117053,58167616,lincRNA,1,50563,chr3_58117053_58167616
4922502N22Rik,6,139315597,139322576,lincRNA,-1,6979,chr6_139315597_139322576
4930401C15Rik,10,25779314,25837437,lincRNA,-1,58123,chr10_25779314_25837437
4930401G09Rik,5,115358700,115360123,lincRNA,-1,1423,chr5_115358700_115360123
4930402H24Rik,2,130706200,130906406,protein_coding,-1,200206,chr2_130706200_130906406
4930403D09Rik,11,34299707,34308113,antisense,1,8406,chr11_34299707_34308113
4930404H11Rik,12,71488285,71556133,lincRNA,1,67848,chr12_71488285_71556133
4930404H24Rik,2,153492790,153493841,protein_coding,1,1051,chr2_153492790_153493841
4930404I05Rik,16,91011249,91016743,processed_transcript,1,5494,chr16_91011249_91016743
4930404K13Rik,14,119798978,119817574,sense_intronic,1,18596,chr14_119798978_119817574
4930405A21Rik,2,156714540,156720909,processed_transcript,-1,6369,chr2_156714540_156720909
4930405J17Rik,10,20199240,20201838,antisense,-1,2598,chr10_20199240_20201838
4930405O22Rik,17,63305446,63312973,sense_intronic,-1,7527,chr17_63305446_63312973
4930407G08Rik,4,107953932,107960721,lincRNA,1,6789,chr4_107953932_107960721
4930412B13Rik,2,117821928,117909136,lincRNA,1,87208,chr2_117821928_117909136
4930412C18Rik,4,9770585,9823411,processed_transcript,1,52826,chr4_9770585_9823411
4930412L05Rik,4,53205066,53217857,processed_transcript,-1,12791,chr4_53205066_53217857
4930413F20Rik,15,34675073,34679204,antisense,1,4131,chr15_34675073_34679204
4930414F18Rik,16,12629084,12945935,lincRNA,-1,316851,chr16_12629084_12945935
4930414N06Rik,19,44960373,44984550,antisense,-1,24177,chr19_44960373_44984550
4930415O20Rik,15,98571004,98589580,protein_coding,1,18576,chr15_98571004_98589580
4930417H01Rik,CHR_MG3836_PATCH,122702047,122732895,lncRNA;processed_transcript,1,30848,chrCHR_MG3836_PATCH_122702047_122732895
4930417O22Rik,11,101952421,101960573,antisense,1,8152,chr11_101952421_101960573
4930419G24Rik,3,33024777,33088607,antisense,1,63830,chr3_33024777_33088607
4930423M02Rik,4,5632328,5642284,lincRNA,1,9956,chr4_5632328_5642284
4930425L21Rik,6,135658913,135684527,lincRNA,1,25614,chr6_135658913_135684527
4930425O10Rik,3,138711535,138726984,lincRNA,-1,15449,chr3_138711535_138726984
4930426D05Rik,18,21651448,21656105,antisense,1,4657,chr18_21651448_21656105
4930426I24Rik,12,76402751,76403982,lincRNA,-1,1231,chr12_76402751_76403982
4930426L09Rik,2,18998343,18999804,bidirectional_promoter_lncRNA,1,1461,chr2_18998343_18999804
4930428E07Rik,12,38552808,38614521,antisense,-1,61713,chr12_38552808_38614521
